Name,Room Type,Days of Stay,Price per Night ($),# of tenants,Total Reviews,Experience Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Overall Rating,Bayesian Rating
Vancouver private 2 bedroom suite,Private room,2,65.0,3,43,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.48187343878391
LUXURY SUITES VANCOUVER,Private room,2,48.0,2,9,9.0,10.0,10.0,9.0,10.0,48.0,48.40375674268652
"Luxurious,  Designer  3 bedrooms Condo - Sleeps 8",Entire home/apt,3,498.0,6-10,7,9.1,9.0,10.0,9.0,10.0,47.1,48.39554674789635
Livingroom Transformed into Cozy Bedroom Downtown,Private room,3,48.0,1,2,10.0,8.0,10.0,10.0,10.0,48.0,48.40801321437147
MODERN CENTRAL 1 BR CONVENIENT LOCATION SLPS 4,Entire home/apt,1,109.0,3,31,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.466985244361695
Luxury Penthouse w Billion Dollar Views,Entire home/apt,2,338.0,1,19,9.8,10.0,10.0,10.0,10.0,49.8,48.448048126788045
English Bay view DT private apt,Entire home/apt,1,99.0,3,8,8.8,9.0,10.0,10.0,10.0,47.8,48.40197130498904
★Downtown/RogersArena★✓Parking ✓Pool ✓Hot-tub ✓Gym,Private room,1,68.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
"EPIC views, AMAZING Amenities,DT LOCATION,sleeps 8",Entire home/apt,2,169.0,6-10,59,9.8,10.0,10.0,10.0,10.0,49.8,48.52305239159869
"Spacious private room. close 2 UBC, parks, beach",Private room,1,119.0,1,22,10.0,10.0,10.0,10.0,10.0,50.0,48.460410488805046
Bright and Roomy stay in East Van,Entire home/apt,2,85.0,5,11,9.8,10.0,10.0,10.0,10.0,49.8,48.43197737643782
Brand New 2 Bedrooms Basement of Vancouver West,Private room,1,199.0,3,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Sub Penthouse with 360 Ocean Views in DT Vancouver,Entire home/apt,1,150.0,5,25,9.4,9.0,9.0,10.0,10.0,47.4,48.372519322187266
Entire 1 BDR&Sofabed Condo  parking near BC Place,Entire home/apt,3,131.0,3,34,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.472299963135995
"3BR, 2 Bath in the heart of Downtown Vancouver",Entire home/apt,3,264.0,5,48,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.49650813287698
Amazing Views Downtown Penthouse-RooftopPatio 🏔🏖🌅,Entire home/apt,2,279.0,5,17,10.0,10.0,10.0,10.0,10.0,50.0,48.44907330536473
3BDR Brand New Modern Authentic Urban Home,Entire home/apt,1,270.0,6-10,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
"conveniently located , nice neighborhood",Entire home/apt,2,45.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Stunning Vancouver Views,Entire home/apt,3,240.0,4,15,9.700000000000001,10.0,9.0,10.0,10.0,48.7,48.41568799755192
1 bedroom apartment rental in Yaletwon,Private room,30,75.0,1,3,10.0,9.0,10.0,10.0,10.0,49.0,48.41191093886113
Downtown Corner 1BR w/ View and Parking,Entire home/apt,7,85.0,1,47,9.3,10.0,10.0,10.0,9.0,48.3,48.40200391303619
“Pacific Spirit Park”  SAUNA new modern suite UBC,Entire home/apt,1,112.0,5,78,9.9,10.0,10.0,10.0,10.0,49.9,48.56637942478737
Boho Beach Cottage in Point Grey / Kits,Entire home/apt,30,308.0,3,3,7.300000000000001,7.0,9.0,7.0,9.0,39.3,48.3681515403649
Vancouver’s Best Location Without Paying a Fortune,Entire home/apt,4,105.0,2,20,10.0,10.0,10.0,10.0,10.0,50.0,48.455895563552275
"Hip Cool Downtown Condo , Granville District",Entire home/apt,2,109.0,2,37,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.47756906200666
Little Room,Private room,2,65.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
"FANTASTIC VEIW & LOCATION , UNIQUE EXECUTIVE HOME!",Entire home/apt,5,200.0,3,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
Bright Downtown Studio on a high floor with pool,Entire home/apt,30,129.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
1BD condo in the heart of Downtown!,Entire home/apt,2,142.0,3,68,9.4,9.0,10.0,10.0,10.0,48.4,48.4083846223872
Bright Modern Vancouver Guesthouse,Entire home/apt,30,90.0,6-10,18,8.6,8.0,9.0,9.0,10.0,44.6,48.30841290344508
New Spacious Suite Near Downtown & Local Mountains,Entire home/apt,2,71.0,1,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
Newly Built 3bdrm Spacious Laneway !,Entire home/apt,2,220.0,5,7,9.4,10.0,10.0,10.0,10.0,49.4,48.41961251770203
Private room in Artistic and peaceful home.,Private room,2,70.0,1,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Central 2br/2ba+Den+Views+Skytrain+Great Amenities,Entire home/apt,4,175.0,4,22,9.8,10.0,10.0,10.0,10.0,49.8,48.45397774026704
⭐️ Beautiful ⭐️ 1Bedroom+Den  at Yaletown/Arena,Entire home/apt,30,105.0,2,20,9.4,10.0,10.0,9.0,10.0,48.4,48.408974742437906
Your Second Home in a Great City,Entire home/apt,2,180.0,5,22,9.600000000000001,10.0,10.0,10.0,9.0,48.6,48.41538124903897
The Nook.,Entire home/apt,1,131.0,1,6,10.0,10.0,10.0,10.0,9.0,49.0,48.414552057399185
Private Room. Heart of downtown. walk to skytrain,Private room,1,100.0,1,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Spacious Upscale Sanctuary - Heart of Downtown YVR,Entire home/apt,180,93.0,1,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
★180° city/ocean/mtn views+huge patio+free parking,Entire home/apt,2,176.0,4,45,10.0,10.0,10.0,10.0,10.0,50.0,48.510496144756225
Spacious House,Entire home/apt,2,207.0,6-10,39,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.4254219320152
Haidy’s home room G2,Private room,30,39.0,1,1,8.0,6.0,10.0,10.0,10.0,44.0,48.40259543641426
DownTown Fashionable District One Bedroom Condo,Entire home/apt,30,140.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
"❤️ NEW - Stylish Home w/Parking, Olympic Village",Entire home/apt,2,97.0,1,80,9.9,10.0,10.0,10.0,10.0,49.9,48.569974089410586
Spacious 2-Bedroom Designer Home with Parking,Entire home/apt,1,230.0,3,63,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.43451141288642
New listing!! Guest suite close to downtown!!,Entire home/apt,1,79.0,3,31,9.200000000000001,10.0,10.0,10.0,10.0,49.2,48.44461872199518
Sky Nest- spectacular Penthouse ocean view,Entire home/apt,2,299.0,2,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Times Square Suites Boutique Apartment Hotel,Entire home/apt,2,209.0,2,9,9.8,10.0,10.0,10.0,10.0,49.8,48.42789981273123
In the Heart of Downtown Vancouver w/ Parking,Entire home/apt,30,75.0,2,7,10.0,10.0,10.0,10.0,10.0,50.0,48.42589054460785
Cedar Cottage Guest Suite,Entire home/apt,1,100.0,1,14,9.9,10.0,10.0,10.0,10.0,49.9,48.440119488672565
New & Stylish En-Suite Bedroom in City's Best Area,Private room,4,109.0,1,2,10.0,10.0,10.0,10.0,9.0,49.0,48.41102526256424
The Woods: Super Spacious Room in the Hippest Area,Private room,30,69.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
The Mirror: Bright New Spacious Room in Best Area,Private room,30,65.0,1,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
Gorgeous apartment for your stay in Vancouver,Entire home/apt,2,93.0,2,2,9.0,9.0,10.0,10.0,10.0,48.0,48.40801321437147
Kitsilano Entire 1 Bedroom apartment,Entire home/apt,2,80.0,1,2,6.0,6.0,6.0,6.0,6.0,30.0,48.35379634690159
Modern 2 Bedroom Suite in Stylish Kitsilano!,Entire home/apt,2,229.0,3,12,10.0,10.0,10.0,10.0,10.0,50.0,48.43756791445498
Private Luxury,Entire home/apt,3,259.0,2,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Peaceful Townhouse in the Heart of Kitsilano,Entire home/apt,45,210.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
"Vancouver Hideaway - Close to YVR, Transit,Parking",Entire home/apt,1,120.0,1,19,9.4,9.0,10.0,10.0,9.0,47.4,48.381087774365135
Central location - clean and comfortable stay!,Private room,2,43.0,1,34,9.8,10.0,10.0,10.0,10.0,49.8,48.477185020607266
Enjoy our spacious 1BR in downtown Vancouver,Entire home/apt,3,119.0,3,25,9.9,10.0,10.0,10.0,10.0,49.9,48.46349457691798
Marvelous-Fully Furnished Accommodation,Entire home/apt,30,102.0,3,13,9.1,10.0,9.0,9.0,10.0,47.1,48.38403077680393
Downtown Condo Suite,Entire home/apt,30,130.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
PREMIUM FLAT STEPS FROM BEACH 🏝 INCLUDES PARKING🚙,Entire home/apt,30,229.0,2,23,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.4492274077995
Mount Saint Cozy One bedroom Suite ( E 14th Ave),Entire home/apt,1,109.0,1,48,9.8,10.0,10.0,10.0,10.0,49.8,48.50326869625726
Modern Furnished 1 Bedroom in Yaletown,Entire home/apt,30,99.0,1,5,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.41817207547624
Luxury brand new 1 bdrm suite w/ parking Yaletown,Entire home/apt,10,100.0,2,4,10.0,10.0,10.0,9.0,10.0,49.0,48.41279395546945
Modern 1 Bdr in Downtown - Everything close by!,Entire home/apt,1,103.0,3,14,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.413196411749496
The Seymour Yaletown Living by COMFYSUITES,Entire home/apt,30,159.0,2,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Luxury Yaletown apartment,Entire home/apt,7,140.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
The best downtown location! Private room*,Private room,1,100.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
"Modern, Clean, Private, Kitsilano Apartment",Entire home/apt,1,118.0,3,16,9.8,10.0,10.0,10.0,10.0,49.8,48.442066038853476
Studio near Vancouver QE Park,Entire home/apt,3,65.0,1,13,9.4,10.0,10.0,10.0,10.0,49.4,48.428327073100235
Cozy Commercial Drive Room with ensuite,Private room,2,50.0,1,16,9.5,10.0,10.0,10.0,10.0,49.5,48.43498639283577
"Modern Studio with Private Entrance, 1 Bed & Bath",Entire home/apt,2,65.0,1,53,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.5049241599198
🌳Dear Deer 🦌 Private &Quiet 1 BR @Dunbar!❇️,Entire home/apt,1,70.0,1,8,9.8,10.0,10.0,10.0,10.0,49.8,48.42585190200396
Coal Harbour/ Canada Place,Entire home/apt,2,102.0,3,21,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.44893231968178
1 min Walk to Everything Whole 3bedroom or by room,Private room,30,89.0,5,1,6.0,4.0,10.0,8.0,10.0,38.0,48.3935456626586
Heart of Yaletown Luxury Condo with Views+Office,Entire home/apt,30,120.0,2,5,9.600000000000001,10.0,9.0,10.0,10.0,48.6,48.41067582360218
Spacious Cozy Vancouver Suite in Shaughnessy,Entire home/apt,4,99.0,2,18,9.9,10.0,10.0,10.0,10.0,49.9,48.44870702109214
Downtown Penthouse-Loft-Private Rooftop Patio,Entire home/apt,1,199.0,6-10,20,10.0,10.0,10.0,10.0,10.0,50.0,48.455895563552275
Chic Vancouver Granville Street Pied a Terre,Entire home/apt,1,74.0,2,39,8.9,8.0,9.0,9.0,10.0,44.9,48.2140096638269
"Newly-remodelled, 2 bedroom with private entrance",Entire home/apt,2,129.0,5,12,9.5,10.0,10.0,10.0,10.0,49.5,48.42866583730364
Spacious 2BR home by Jericho beach,Entire home/apt,7,300.0,3,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Central Loc - Modern 1 Bedroom Suite +Free Parking,Entire home/apt,3,119.0,2,35,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.41882464037683
"A bright, welcoming home in downtown Vancouver!",Private room,3,115.0,1,14,9.3,10.0,10.0,10.0,10.0,49.3,48.42769345316961
"Great Yaletown home, steps from everything!",Private room,1,115.0,1,4,9.5,10.0,10.0,10.0,10.0,49.5,48.415796958472455
"Master suite, great central Yaletown location!",Private room,3,125.0,1,7,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.422751531154944
"Master suite, private bathroom, central Yaletown!",Private room,1,125.0,1,8,9.3,9.0,10.0,10.0,10.0,48.3,48.407941454242774
"Family-friendly, updated heritage home",Entire home/apt,3,130.0,5,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
"A KITSILANO ""PRIZE""",Entire home/apt,30,73.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Spacious & Cozy House for family/group,Entire home/apt,3,400.0,6-10,19,7.9,8.0,9.0,8.0,10.0,42.9,48.25553711357219
"Central location, new and quiet 2bedrooms",Entire home/apt,1,100.0,3,18,9.9,10.0,10.0,10.0,10.0,49.9,48.44870702109214
3bed&2bath+parking/at Stanley Park,Entire home/apt,28,565.0,5,9,8.9,9.0,9.0,10.0,10.0,46.9,48.38900264432586
Fully Furnished 1 Bedroom Garden Suite with Yard,Entire home/apt,30,100.0,1,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
1Bed&Bath+Fireplace+private balcony+Sofa Bed,Private room,30,47.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
"Cosy 2-bedroom suite, 15 mins from downtown",Entire home/apt,3,120.0,3,10,10.0,10.0,10.0,10.0,10.0,50.0,48.43291781896229
Unique downtown loft in the heart of Yaletown!,Entire home/apt,2,200.0,2,12,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.41442251386151
"Gorgeous, Best Location, POOL and stunning views",Entire home/apt,2,183.0,4,17,9.5,10.0,10.0,10.0,9.0,48.5,48.411518077087855
Perfect Kits Beach & Granville Island Getaway,Entire home/apt,1,155.0,1,4,9.5,9.0,10.0,10.0,10.0,48.5,48.40979095246645
"Charming apmt w/gym, sauna, parking, near seawall",Entire home/apt,2,99.0,3,46,9.3,9.0,10.0,10.0,10.0,48.3,48.40214798635968
119- West End 1 bedroom,Entire home/apt,30,89.0,1,1,10.0,10.0,10.0,8.0,10.0,48.0,48.40862861891803
Cozy 2 bed in 1 room.,Private room,3,32.0,1,12,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.43222666816418
Comfortable Mid-Century Builder near Commercial,Private room,2,35.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Master Bedroom in a luxury building Downtown,Private room,1,55.0,1,10,10.0,10.0,10.0,10.0,10.0,50.0,48.43291781896229
A quick stay in Vancouver,Private room,2,46.0,1,10,9.200000000000001,9.0,10.0,9.0,10.0,47.2,48.39125115229562
3 BDRM West Side Home in Arbutus Ridge,Entire home/apt,1,80.0,5,5,6.0,7.0,9.0,9.0,10.0,41.0,48.3537043093593
Bright and Cozy Suite in 1912 Kitsilano Home,Entire home/apt,3,155.0,4,5,10.0,10.0,10.0,10.0,10.0,50.0,48.42117057622587
Sweet dream suite 好梦套房可住4人,Entire home/apt,2,120.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Private Apartment - Amazing location #30,Entire home/apt,30,100.0,1,1,6.0,4.0,10.0,10.0,10.0,40.0,48.39656225391049
Beautiful Brick & Beam Gastown Heritage Loft!!,Entire home/apt,7,221.0,1,20,9.8,10.0,10.0,10.0,10.0,49.8,48.45003046091298
Spacious 2 Bedroom Home Away From Home,Entire home/apt,1,77.0,3,15,10.0,10.0,10.0,10.0,10.0,50.0,48.44449154260362
3 Bedroom Private Entry Suite,Entire home/apt,2,109.0,5,13,9.4,9.0,10.0,10.0,10.0,48.4,48.40906781384097
Modern 2 Bedroom Home,Entire home/apt,1,50.0,3,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
"STEPS TO GRANVILLE ISLAND, SHOPS, RESTAURANTS",Entire home/apt,30,145.0,3,7,8.9,9.0,9.0,9.0,9.0,44.9,48.3725273159083
"STEPS TO GRANVILLE ISLAND, DOWNTOWN & BEACH",Entire home/apt,30,125.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Stylish One Bedroom Apartment - 15 mins to Downtown,Entire home/apt,2,134.0,3,17,9.5,10.0,10.0,10.0,10.0,49.5,48.4365548959391
Swanky Gastown Studio With Patio and City Views,Entire home/apt,3,210.0,1,16,9.600000000000001,10.0,10.0,10.0,10.0,49.6,48.43734627484168
Downtown LUXURY 1 bed Suite  w/AC/Fast WIFI/Cable,Entire home/apt,3,135.0,1,14,10.0,10.0,10.0,10.0,10.0,50.0,48.44219049458973
🌳Artist’s Treehouse🌳|👑Queen Beds|🐕Pet Friendly,Entire home/apt,3,197.0,5,14,9.9,9.0,10.0,10.0,10.0,48.9,48.419409429500966
Urban 1 Bedroom at the Heart of DT Vancouver,Entire home/apt,1,104.0,3,13,9.200000000000001,9.0,10.0,9.0,10.0,47.2,48.38595670272986
Stop over in YVR,Private room,3,39.0,1,11,9.5,9.0,10.0,10.0,10.0,48.5,48.41072923379295
LOCATION! Parking! Sleeps 2-4! Central Downtown :),Entire home/apt,3,108.0,3,23,9.4,10.0,10.0,10.0,10.0,49.4,48.442512079332346
"Stunning High Floor one bdr & den, water/city view",Entire home/apt,12,165.0,1,14,9.600000000000001,9.0,10.0,10.0,10.0,48.6,48.413196411749496
Small den in 2 bedrooms apartment in yaletwon,Private room,30,28.0,1,2,7.0,10.0,9.0,8.0,10.0,44.0,48.39596502160038
Big 1-bedroom apartment in safe beautiful Kits,Entire home/apt,2,68.0,1,6,9.200000000000001,9.0,10.0,10.0,10.0,48.2,48.40736642865667
Cute Suite Main Street,Entire home/apt,1,122.0,6-10,67,8.9,9.0,10.0,10.0,10.0,47.9,48.36244276315865
Designers Contemporary Townhouse in Kitsilano,Entire home/apt,21,300.0,5,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Stunning English Bay Location With a Water View,Entire home/apt,2,171.0,3,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
1 Private Brms = clean&Cozy Newly Remodel@ Oakrige,Entire home/apt,2,158.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Your home away from home in Kitsilano,Private room,30,65.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Vancouver Sunset House,Entire home/apt,30,170.0,1,6,9.0,10.0,10.0,10.0,10.0,49.0,48.414552057399185
Great room in Kits next to ocean and near downtown,Private room,1,77.0,1,2,6.0,6.0,6.0,9.0,9.0,36.0,48.37186863605822
Fresh and Bright Suite in Hip Fraserhood Area,Entire home/apt,6,87.0,3,11,9.8,10.0,10.0,10.0,10.0,49.8,48.43197737643782
Spacious Kitsilano home,Entire home/apt,3,100.0,3,2,6.0,6.0,6.0,6.0,9.0,33.0,48.36283249147991
Clean & Cozy Garden Suite off Trendy Main St,Entire home/apt,6,89.0,1,8,9.8,10.0,10.0,10.0,10.0,49.8,48.42585190200396
"5BR, 2KB, 3QB, Sofa Bed Miller’s",Entire home/apt,2,357.0,10+,3,10.0,10.0,10.0,10.0,10.0,50.0,48.41642221705663
Iconic Vancouver House building @ Next to Seawall,Entire home/apt,30,113.0,1,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
The Private Deck Room,Private room,1,99.0,1,2,10.0,10.0,10.0,10.0,9.0,49.0,48.41102526256424
2 Bedroom 2 Bathroom Private  Apartment/Suite,Entire home/apt,2,120.0,3,1,10.0,8.0,10.0,10.0,10.0,48.0,48.40862861891803
Bright comfy 2 Bedroom - 10 mins from Downtown,Entire home/apt,3,104.0,2,4,7.5,6.0,9.0,10.0,10.0,42.5,48.373754916430414
🌲 Modern Traveler's Loft in Gastown!🌲 Parking Included + 50MB Wifi,Entire home/apt,1,125.0,1,29,9.4,9.0,10.0,10.0,9.0,47.4,48.36688968790544
Modern Coach House with Private Yard and Hot Tub,Entire home/apt,30,129.0,3,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Old Plum Tree Style Suite 101,Private room,13,60.0,1,10,8.8,9.0,9.0,9.0,9.0,44.8,48.35553686658133
"Private Entrance Condo, super close to Downtown",Entire home/apt,2,80.0,6-10,35,9.1,10.0,9.0,9.0,10.0,47.1,48.34350182832518
Modern apartment in beautiful Kitsilano,Entire home/apt,1,103.0,2,41,10.0,10.0,10.0,10.0,10.0,50.0,48.50202101613464
Luxury 1BR w/ Great View in Downtown Vancouver,Entire home/apt,30,115.0,1,7,10.0,10.0,10.0,10.0,10.0,50.0,48.42589054460785
Old Plum Tree Style Suite 102,Private room,30,45.0,1,6,9.700000000000001,10.0,10.0,9.0,10.0,48.7,48.41185744662074
Home Sweet Home! Room In New Townhouse,Private room,2,58.0,1,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Vancouver downtown-  Modern private room,Private room,12,75.0,1,9,10.0,10.0,10.0,10.0,10.0,50.0,48.43058237606953
"Waterfront 1br Condo w/Views, Parking, Balcony",Entire home/apt,20,175.0,1,7,10.0,10.0,10.0,10.0,10.0,50.0,48.42589054460785
Deluxe Guest Room - Close To Skytrain & Airport,Private room,1,35.0,1,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
Clean Cozy 2BR private suite- walk to everything,Entire home/apt,1,70.0,3,20,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.44709790959333
Beautiful and inviting in the heart of Downtown,Entire home/apt,4,283.0,3,6,9.700000000000001,9.0,10.0,10.0,10.0,48.7,48.41185744662074
Beautiful Townhome in the Heart of Vancouver,Entire home/apt,2,390.0,5,3,9.3,10.0,10.0,10.0,10.0,49.3,48.41326432231978
Great location! Modern 1BR in Downtown!,Entire home/apt,1,104.0,1,62,8.700000000000001,9.0,9.0,10.0,10.0,46.7,48.26287399771085
Super Nice in most desired spot,Entire home/apt,1,389.0,2,12,10.0,10.0,10.0,10.0,10.0,50.0,48.43756791445498
Lovely Garden Suite in Kitsilano Character Home,Entire home/apt,4,150.0,3,6,10.0,10.0,10.0,10.0,10.0,50.0,48.423534093327326
❤️Adera home Hotel RM04,Private room,1,39.0,1,15,8.4,8.0,10.0,10.0,9.0,45.4,48.34257130626685
Private and Polished Suite near Fraserhood,Entire home/apt,1,90.0,1,8,10.0,10.0,10.0,10.0,10.0,50.0,48.42823996170546
Beautiful 2 Bed Condo Downtown Central,Entire home/apt,5,274.0,4,9,9.8,10.0,10.0,10.0,10.0,49.8,48.42789981273123
Chic and Modern 1-Bed Suite - Minutes to Downtown!,Entire home/apt,30,92.0,1,10,10.0,9.0,10.0,9.0,9.0,47.0,48.38827496181943
One-of-a-kind Luxury Penthouse w/ private hot-tub,Entire home/apt,2,716.0,6-10,34,10.0,10.0,10.0,10.0,10.0,50.0,48.486955135549785
Little Barcelona Suite,Entire home/apt,2,80.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
Double Double in Premium Hotel Suites,Private room,1,232.0,1,44,8.9,9.0,10.0,10.0,10.0,47.9,48.37750817895561
Sweet Convenient Cozy Suite,Entire home/apt,2,98.0,3,7,10.0,10.0,10.0,10.0,10.0,50.0,48.42589054460785
New! Clean & Central downtown Vancouver view suite,Entire home/apt,30,70.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
Central Downtown Condo Parking Pool GREAT PRICES,Entire home/apt,1,150.0,1,10,9.0,9.0,10.0,10.0,10.0,48.0,48.40315591420038
Executive Yaletown apartment,Entire home/apt,30,115.0,3,4,9.5,10.0,10.0,10.0,10.0,49.5,48.415796958472455
★ Mindfully Classy in the ♥️ of DT ★- 1bdrm/1Ba/AC,Entire home/apt,30,149.0,1,19,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.44525811210375
Beautiful Guest Suite w/ View and Full Kitchen,Entire home/apt,1,108.0,4,9,10.0,10.0,10.0,10.0,10.0,50.0,48.43058237606953
Charming 1BR in Downtown / Best location!,Entire home/apt,1,110.0,3,44,8.3,8.0,9.0,10.0,9.0,44.3,48.15314557272331
Amazing Modern & Quiet! Best location DT w/Parking,Entire home/apt,4,199.0,5,25,9.8,10.0,10.0,10.0,10.0,49.8,48.45985556672875
Spacious Mid-Century Modern Apartment near City,Entire home/apt,1,200.0,3,1,10.0,10.0,10.0,10.0,10.0,50.0,48.411645210169915
SPACE10,Entire home/apt,2,109.0,3,33,9.9,10.0,10.0,10.0,10.0,49.9,48.48002989114051
New 2 bedroom basement suite with 2 full bathrooms,Entire home/apt,4,115.0,4,24,9.8,10.0,10.0,10.0,10.0,49.8,48.45790200341495
Downtown Living,Entire home/apt,30,180.0,3,3,10.0,9.0,10.0,10.0,10.0,49.0,48.41191093886113
Strathcona Heritage Coach House,Entire home/apt,30,180.0,4,2,10.0,10.0,10.0,10.0,10.0,50.0,48.41403731075701
Coal Harbour Home w/ Panoramic and Bright View,Entire home/apt,2,223.0,5,22,9.5,10.0,10.0,10.0,10.0,49.5,48.444328617460016
AmazingDesigner  2 bdsApt Free Parking|Wifi|Pool,Entire home/apt,1,126.0,4,38,9.700000000000001,10.0,10.0,10.0,10.0,49.7,48.479315391918085
"Bright Room, Queen Sized Bed and Private Bathroom",Private room,2,65.0,1,4,10.0,10.0,10.0,10.0,10.0,50.0,48.41879996147546
